20.10	Olaplex_1705704173781459	Olaplex	85	STATIC	{{product.name}}	https://olaplex.com/products/olaplex-daily-strength-shine-cleansing-set-us
21.1	HighlandHaircare_2862701150771047	Highland Haircare	26	VIDEO		https://www.highland.style/products/the-shower-ritual
21.2	ROZ_3101897633340737	RŌZ	68	VIDEO	The Mini Essentials Kit	https://rozhair.com/products/the-mini-essentials
21.3	ColorWow_1372520531490553	Color Wow	20	VIDEO	Frizz-Free, Humidity-Proof Hair	https://colorwowhair.com/products/extra-strength-dream-coat
21.4	ColorWow_1576151300707767	Color Wow	20	VIDEO	{{product.name}}	https://colorwowhair.com/products/dream-coat-anti-frizz-treatment
21.5	ColorWow_1922138071791762	Color Wow	20	VIDEO		https://colorwowhair.com/products/dream-coat-anti-frizz-treatment
21.6	ColorWow_1267859988670806	Color Wow	20	VIDEO	Frizz-Free, Humidity-Proof Hair	https://colorwowhair.com/products/dream-coat-anti-frizz-treatment
21.7	ColorWow_1818025049621426	Color Wow	20	VIDEO	{{product.name}}	https://colorwowhair.com/products/dream-coat-curly-hair
21.8	ColorWow_1032298766258680	Color Wow	20	VIDEO	{{product.name}}	https://colorwowhair.com/products/extra-strength-dream-coat
21.9	amika_1246352667533873	amika	24	VIDEO		https://www.ulta.com/p/protector-color-protect-strengthen-treatment-pimprod2059758
21.10	amika_1574101631045452	amika	24	VIDEO		https://www.ulta.com/p/protector-color-protect-strengthen-treatment-pimprod2059758
22.1	amika_1084488950694973	amika	20	VIDEO		https://www.ulta.com/p/protector-color-protect-strengthen-treatment-pimprod2059758
22.2	amika_27381095961563031	amika	20	VIDEO		https://www.ulta.com/p/protector-color-protect-strengthen-treatment-pimprod2059758
22.3	amika_1094948399871301	amika	20	VIDEO		https://www.ulta.com/p/protector-color-protect-strengthen-treatment-pimprod2059758
22.4	amika_3914488652179367	amika	15	VIDEO		https://www.sephora.com/product/hydro-rush-intense-moisture-leave-in-conditioner-with-hyal
